ticket_id,created_at,resolved_at,category,system_name,priority,status,resolution_notes,root_cause
214,2025-04-29 01:17:09,2025-04-29 19:17:09,Login Failure,Control-M,Medium,Closed,Maybe main fire range begin first.,Permission Missing
215,2025-04-29 16:57:04,2025-05-01 06:57:04,Report Error,FDW_App1,Medium,Closed,Worker offer American behavior customer force.,Configuration Error
216,2025-04-18 14:40:58,2025-04-20 07:40:58,Access Issue,Report_Portal,Critical,Closed,Something hair do analysis.,Unknown
217,2025-05-14 18:48:42,2025-05-15 23:48:42,Server Down,Report_Portal,Medium,Closed,Above bring painting various current scientist culture.,Permission Missing
218,2025-04-07 18:36:20,2025-04-07 21:36:20,Server Down,CyberArk,Low,Closed,To suffer at computer doctor up high.,Unknown
219,2025-04-07 15:59:00,2025-04-08 11:59:00,Server Down,FDW_App1,Critical,Closed,Decision wish among west agreement girl.,Unknown
220,2025-05-13 07:22:47,2025-05-13 15:22:47,Batch Job,FDW_App2,Low,Closed,Quality political other begin war resource.,Configuration Error
221,2025-05-04 02:57:26,2025-05-05 07:57:26,Server Down,FDW_App1,Low,Closed,Realize per probably.,Permission Missing
222,2025-05-14 10:02:36,2025-05-16 17:02:36,Access Issue,FDW_App2,Critical,Closed,Of process cut meet build.,Database Timeout
223,2025-04-17 21:01:31,2025-04-18 16:01:31,Server Down,Report_Portal,Medium,Closed,Buy throw like lawyer fund indicate help.,Unknown
224,2025-06-01 11:37:38,2025-06-03 06:37:38,Report Error,Control-M,Low,Closed,Friend state do eat lose various agency.,Database Timeout
225,2025-04-08 05:07:04,2025-04-09 15:07:04,Login Failure,CyberArk,Critical,Closed,If share land involve education little direction.,Configuration Error
226,2025-05-05 03:46:26,2025-05-05 19:46:26,Report Error,Control-M,Medium,Closed,President outside upon why mission because.,Configuration Error
227,2025-05-06 17:56:47,2025-05-09 10:56:47,Access Issue,CyberArk,Medium,Closed,Piece but arrive garden free perform civil.,Configuration Error
228,2025-05-23 03:02:26,2025-05-24 22:02:26,Access Issue,FDW_App2,Medium,Closed,Question in court hospital skin soon.,Configuration Error
229,2025-05-10 12:57:52,2025-05-11 10:57:52,Login Failure,FDW_App2,Low,Closed,Could foreign mind myself surface old charge.,Database Timeout
230,2025-06-06 14:25:02,2025-06-07 04:25:02,Login Failure,Control-M,Medium,Closed,Together number degree kid drug toward such.,User Error
231,2025-05-31 14:16:26,2025-05-31 20:16:26,Server Down,Report_Portal,Critical,Closed,A artist drug them particular.,Configuration Error
232,2025-04-18 05:14:10,2025-04-18 10:14:10,Report Error,FDW_App1,High,Closed,International position write those full rate clear.,Permission Missing
233,2025-05-31 17:53:03,2025-06-01 13:53:03,Report Error,FDW_App2,High,Closed,Response hospital wrong fish yeah attack.,Network Glitch
234,2025-04-28 23:13:57,2025-05-01 03:13:57,Server Down,Report_Portal,Critical,Closed,Seem west hour less.,Database Timeout
235,2025-05-30 02:48:03,2025-05-30 04:48:03,Server Down,CyberArk,High,Closed,Throughout region again debate take.,User Error
236,2025-06-03 11:22:28,2025-06-06 00:22:28,Batch Job,CyberArk,High,Closed,Them in decision above you carry poor.,Unknown
237,2025-05-25 04:13:34,2025-05-25 09:13:34,Report Error,Control-M,Low,Closed,Herself Mr bad wide manage.,Database Timeout
238,2025-04-09 02:44:55,2025-04-10 23:44:55,Report Error,FDW_App1,Low,Closed,Information serious fine seat should.,Permission Missing
239,2025-04-30 20:18:47,2025-05-01 01:18:47,Server Down,CyberArk,High,Closed,Whose agreement tell mention check election order everything.,Unknown
240,2025-04-28 22:39:36,2025-04-30 01:39:36,Login Failure,CyberArk,High,Closed,Himself medical fund station enough become.,Database Timeout
241,2025-04-22 15:47:50,2025-04-24 00:47:50,Access Issue,FDW_App1,High,Closed,Phone nor as year look floor.,Network Glitch
242,2025-04-09 23:43:32,2025-04-12 20:43:32,Server Down,FDW_App2,Medium,Closed,Its professor while seven.,Permission Missing
243,2025-04-10 15:38:29,2025-04-10 17:38:29,Login Failure,FDW_App1,Medium,Closed,Relationship easy picture enough.,Permission Missing
244,2025-04-18 20:05:31,2025-04-20 19:05:31,Server Down,Report_Portal,High,Closed,Factor pattern PM seat my arrive.,Database Timeout
245,2025-05-27 16:04:19,2025-05-29 20:04:19,Login Failure,Control-M,Medium,Closed,Add traditional standard PM election case yet.,Configuration Error
246,2025-04-17 06:33:37,2025-04-18 01:33:37,Login Failure,FDW_App1,Critical,Closed,Night western serious edge bit avoid yourself campaign.,Network Glitch
247,2025-04-10 23:52:59,2025-04-12 19:52:59,Batch Job,Control-M,High,Closed,Subject development best student describe concern professional.,Unknown
248,2025-04-29 23:25:07,2025-05-01 00:25:07,Batch Job,CyberArk,Critical,Closed,Cut recognize keep citizen result thus.,Permission Missing
249,2025-05-30 18:22:14,2025-05-31 17:22:14,Login Failure,FDW_App2,Low,Closed,Democratic stock worker everybody professor.,Unknown
250,2025-04-07 16:11:07,2025-04-08 13:11:07,Login Failure,FDW_App1,Critical,Closed,Produce foreign the site.,Database Timeout
251,2025-05-09 00:23:27,2025-05-10 11:23:27,Server Down,Report_Portal,Low,Closed,Be add sound.,Database Timeout
252,2025-04-23 19:03:15,2025-04-25 07:03:15,Server Down,CyberArk,High,Closed,Without mention get last increase.,Permission Missing
253,2025-05-29 06:32:34,2025-05-30 07:32:34,Report Error,FDW_App2,Low,Closed,But order leg food fast pick.,User Error
254,2025-05-05 11:15:22,2025-05-06 07:15:22,Login Failure,Control-M,High,Closed,Age account suffer.,Database Timeout
255,2025-04-15 00:37:09,2025-04-15 05:37:09,Login Failure,Control-M,Medium,Closed,First natural without any remain support.,Configuration Error
256,2025-05-27 18:53:55,2025-05-29 17:53:55,Login Failure,FDW_App2,Medium,Closed,Employee argue home exactly.,Unknown
257,2025-04-29 12:26:04,2025-05-01 10:26:04,Report Error,FDW_App1,Medium,Closed,Week treat mouth threat remain.,User Error
258,2025-05-18 18:18:28,2025-05-20 01:18:28,Server Down,FDW_App2,Critical,Closed,College anything relationship local air ball.,Configuration Error
259,2025-04-17 04:27:37,2025-04-19 14:27:37,Access Issue,Control-M,Low,Closed,Tough whether address senior.,Network Glitch
260,2025-05-28 15:35:17,2025-05-29 13:35:17,Report Error,FDW_App1,Critical,Closed,Buy east example identify likely view.,Unknown
261,2025-04-13 07:05:55,2025-04-15 10:05:55,Server Down,Report_Portal,Critical,Closed,Remember take ground eat.,Permission Missing
262,2025-04-29 02:48:28,2025-04-30 20:48:28,Batch Job,Report_Portal,Low,Closed,Small control work name Congress.,Database Timeout
263,2025-05-18 03:39:53,2025-05-18 05:39:53,Server Down,FDW_App2,Critical,Closed,During nice thing ok.,Database Timeout
264,2025-04-23 22:35:26,2025-04-26 06:35:26,Report Error,FDW_App1,Critical,Closed,Model similar sometimes talk remember.,Permission Missing
265,2025-04-09 16:08:10,2025-04-10 09:08:10,Login Failure,Report_Portal,High,Closed,So suggest artist cold measure defense mouth.,Configuration Error
266,2025-05-25 12:19:11,2025-05-27 15:19:11,Report Error,CyberArk,Medium,Closed,Camera beat activity stay.,Configuration Error
267,2025-04-15 13:35:36,2025-04-16 00:35:36,Login Failure,Report_Portal,High,Closed,Which worker second.,Configuration Error
268,2025-05-21 08:35:26,2025-05-21 17:35:26,Access Issue,FDW_App1,Critical,Closed,World win product election baby.,Configuration Error
269,2025-04-22 22:37:27,2025-04-24 15:37:27,Batch Job,Report_Portal,Critical,Closed,Drug decide animal take memory attack land late.,Network Glitch
270,2025-04-20 16:30:13,2025-04-22 04:30:13,Report Error,FDW_App2,Medium,Closed,Phone meeting add challenge project happen white maybe.,Database Timeout
271,2025-05-02 05:50:18,2025-05-03 21:50:18,Login Failure,FDW_App1,Medium,Closed,Against southern very talk.,Network Glitch
272,2025-06-05 17:10:47,2025-06-06 11:10:47,Report Error,FDW_App1,Low,Closed,Fund feeling cause stand visit red.,User Error
273,2025-05-09 20:27:08,2025-05-11 22:27:08,Access Issue,Report_Portal,Low,Closed,Table owner how husband time fear.,Configuration Error
274,2025-06-01 10:59:27,2025-06-04 10:59:27,Access Issue,Report_Portal,Medium,Closed,Country describe method meeting space.,Permission Missing
275,2025-05-27 20:42:44,2025-05-29 14:42:44,Server Down,Report_Portal,Critical,Closed,Sing media step live game item lay.,Network Glitch
276,2025-05-28 18:28:46,2025-05-31 04:28:46,Login Failure,FDW_App2,Low,Closed,Smile create either.,Unknown
277,2025-04-14 07:22:21,2025-04-15 06:22:21,Login Failure,FDW_App1,High,Closed,Cut billion eight.,Configuration Error
278,2025-04-07 17:34:01,2025-04-08 18:34:01,Report Error,CyberArk,Medium,Closed,Vote continue community whole growth.,Database Timeout
279,2025-05-03 14:50:52,2025-05-06 09:50:52,Access Issue,Report_Portal,Medium,Closed,Purpose prevent again.,Database Timeout
280,2025-04-23 21:22:26,2025-04-26 21:22:26,Batch Job,CyberArk,Low,Closed,While door statement scene teach.,User Error
281,2025-04-16 03:44:14,2025-04-17 23:44:14,Batch Job,FDW_App1,Low,Closed,It boy agent common order evening scene that.,Database Timeout
282,2025-05-14 21:47:40,2025-05-16 19:47:40,Login Failure,Control-M,High,Closed,Floor somebody many character option.,Database Timeout
283,2025-05-17 05:06:14,2025-05-19 23:06:14,Server Down,FDW_App1,Medium,Closed,Physical treat dinner able job page position possible.,Permission Missing
284,2025-04-20 18:58:14,2025-04-20 21:58:14,Access Issue,FDW_App2,Low,Closed,Be financial plan phone step country article.,Permission Missing
285,2025-04-21 01:05:31,2025-04-22 02:05:31,Batch Job,Control-M,Low,Closed,Without prevent ever with participant form.,Unknown
286,2025-04-15 04:38:34,2025-04-16 20:38:34,Report Error,FDW_App1,Medium,Closed,Sound city blue else resource part instead.,Permission Missing
287,2025-04-23 01:43:34,2025-04-23 11:43:34,Report Error,FDW_App1,Critical,Closed,Type short rather spend similar both significant stuff.,Permission Missing
288,2025-05-24 10:54:33,2025-05-25 19:54:33,Server Down,CyberArk,Critical,Closed,Rather beyond share energy size.,Database Timeout
289,2025-05-12 03:57:16,2025-05-13 03:57:16,Batch Job,Control-M,High,Closed,Stay soon account part wind well thousand.,Network Glitch
290,2025-05-17 06:04:05,2025-05-19 08:04:05,Batch Job,Report_Portal,Low,Closed,Six loss agree place cell reflect.,Configuration Error
291,2025-06-02 20:46:08,2025-06-03 00:46:08,Server Down,FDW_App1,Medium,Closed,Any include try agree out.,Database Timeout
292,2025-05-16 09:46:35,2025-05-16 11:46:35,Server Down,Control-M,Critical,Closed,Night reflect image throughout.,Database Timeout
293,2025-05-30 16:11:55,2025-05-31 03:11:55,Batch Job,CyberArk,Critical,Closed,Sea knowledge my night.,Permission Missing
294,2025-04-19 23:19:06,2025-04-20 03:19:06,Login Failure,FDW_App1,Low,Closed,Open collection become light environmental.,Permission Missing
295,2025-04-28 04:15:52,2025-04-30 02:15:52,Batch Job,Control-M,Low,Closed,Range ten television model sing then.,Network Glitch
296,2025-05-05 06:25:14,2025-05-08 01:25:14,Server Down,FDW_App1,Low,Closed,Significant strategy medical voice.,Database Timeout
297,2025-04-18 17:57:56,2025-04-20 13:57:56,Access Issue,CyberArk,Medium,Closed,According star study form seem beat.,Network Glitch
298,2025-04-27 17:42:47,2025-04-28 16:42:47,Access Issue,FDW_App2,High,Closed,Late radio like money ball.,Configuration Error
299,2025-05-20 05:29:55,2025-05-22 19:29:55,Report Error,FDW_App1,Medium,Closed,Since my necessary million trade century.,Network Glitch
300,2025-05-16 10:16:59,2025-05-17 23:16:59,Server Down,FDW_App2,Medium,Closed,Finish these century alone popular break attention.,Permission Missing
301,2025-05-03 14:42:09,2025-05-04 19:42:09,Access Issue,Control-M,Critical,Closed,Few voice thank local option five prove.,Permission Missing
302,2025-05-22 22:43:26,2025-05-23 16:43:26,Report Error,CyberArk,Low,Closed,Generation since also himself with garden mention.,Network Glitch
303,2025-05-01 21:07:36,2025-05-01 22:07:36,Report Error,FDW_App2,Medium,Closed,Baby book itself people nation million born.,Configuration Error
304,2025-04-11 12:55:57,2025-04-11 16:55:57,Server Down,CyberArk,Low,Closed,Grow wall conference especially low trial water.,Configuration Error
305,2025-04-07 18:09:33,2025-04-08 01:09:33,Batch Job,CyberArk,Medium,Closed,Pressure local rise general sort.,Network Glitch
306,2025-04-23 05:37:02,2025-04-25 06:37:02,Batch Job,Control-M,Critical,Closed,Seven lose probably.,User Error
307,2025-04-23 15:20:40,2025-04-25 10:20:40,Access Issue,FDW_App2,High,Closed,Receive rate oil defense agree lawyer.,User Error
308,2025-06-04 20:42:29,2025-06-06 00:42:29,Login Failure,Control-M,Low,Closed,Particularly firm foreign involve.,Network Glitch
309,2025-04-21 14:52:06,2025-04-23 19:52:06,Login Failure,Report_Portal,Low,Closed,Involve down herself drive effort drop onto.,Database Timeout
310,2025-05-13 18:05:44,2025-05-16 02:05:44,Access Issue,Control-M,Critical,Closed,Draw front plan focus century service nearly.,Network Glitch
311,2025-05-29 17:18:39,2025-05-31 20:18:39,Access Issue,Control-M,Critical,Closed,Boy two look reality outside painting report become.,User Error
312,2025-05-25 20:35:38,2025-05-26 05:35:38,Server Down,Report_Portal,High,Closed,Family event dark such firm.,User Error
313,2025-04-09 15:26:32,2025-04-09 18:26:32,Login Failure,CyberArk,Critical,Closed,Court culture story.,Network Glitch
314,2025-05-31 17:32:07,2025-06-02 05:32:07,Batch Job,CyberArk,High,Closed,Ball may read information fire purpose very.,Database Timeout
315,2025-05-15 01:05:40,2025-05-15 15:05:40,Login Failure,FDW_App1,Medium,Closed,Tell boy arrive.,Unknown
316,2025-04-23 03:16:47,2025-04-25 06:16:47,Batch Job,Control-M,Critical,Closed,Past next final tonight table.,Database Timeout
317,2025-05-24 09:35:56,2025-05-24 23:35:56,Report Error,CyberArk,Critical,Closed,Detail put risk yet so before.,Network Glitch
318,2025-04-09 07:58:08,2025-04-10 05:58:08,Server Down,Control-M,Critical,Closed,Message western stage yes too dog among believe.,Network Glitch
319,2025-05-07 22:20:32,2025-05-09 11:20:32,Login Failure,FDW_App1,High,Closed,Staff that report sign.,Permission Missing
320,2025-06-02 12:45:30,2025-06-03 07:45:30,Server Down,Control-M,Low,Closed,Most ten cup far training opportunity difficult candidate.,Network Glitch
321,2025-04-29 19:07:37,2025-05-01 04:07:37,Access Issue,CyberArk,High,Closed,Many field same even bad.,Permission Missing
322,2025-05-17 03:23:50,2025-05-19 04:23:50,Batch Job,Report_Portal,Critical,Closed,Current open goal probably.,Configuration Error
323,2025-04-19 21:10:50,2025-04-22 02:10:50,Server Down,Control-M,Medium,Closed,Bank result peace reality evidence.,Permission Missing
324,2025-06-04 19:11:16,2025-06-05 13:11:16,Access Issue,FDW_App1,High,Closed,About century debate officer about.,Network Glitch
325,2025-04-19 23:25:04,2025-04-20 03:25:04,Report Error,CyberArk,Critical,Closed,Machine American five detail.,Database Timeout
326,2025-04-24 13:31:10,2025-04-24 23:31:10,Batch Job,Control-M,Medium,Closed,First thing discuss power safe push country.,Network Glitch
327,2025-05-11 14:12:59,2025-05-12 10:12:59,Access Issue,FDW_App2,Medium,Closed,Evening much why design need assume heart.,Configuration Error
328,2025-06-03 21:54:49,2025-06-06 17:54:49,Access Issue,Control-M,High,Closed,Might catch that trip.,User Error
329,2025-04-21 15:05:11,2025-04-23 04:05:11,Server Down,FDW_App1,Critical,Closed,Energy safe crime social school enter.,Permission Missing
330,2025-05-09 09:12:25,2025-05-10 06:12:25,Server Down,CyberArk,High,Closed,Mention general television save himself call.,User Error
331,2025-05-30 03:56:32,2025-05-30 22:56:32,Report Error,CyberArk,High,Closed,Charge alone pattern might offer indeed light.,Network Glitch
332,2025-05-15 15:12:39,2025-05-17 16:12:39,Server Down,Control-M,Critical,Closed,Best I medical level.,User Error
333,2025-04-23 22:25:28,2025-04-25 14:25:28,Report Error,Control-M,Low,Closed,Cut drive out.,Unknown
334,2025-05-17 02:19:04,2025-05-17 22:19:04,Access Issue,FDW_App1,Low,Closed,Thought nature moment despite.,Unknown
335,2025-04-16 10:50:03,2025-04-17 13:50:03,Login Failure,CyberArk,Low,Closed,Under between candidate crime officer.,Permission Missing
336,2025-05-19 12:54:27,2025-05-20 10:54:27,Report Error,FDW_App1,Low,Closed,House political energy song policy owner ahead generation.,Configuration Error
337,2025-04-27 14:55:16,2025-04-28 05:55:16,Server Down,Control-M,High,Closed,Window key military.,Configuration Error
338,2025-04-28 05:12:39,2025-04-30 15:12:39,Server Down,CyberArk,High,Closed,Century law before.,Unknown
339,2025-05-04 10:23:59,2025-05-07 01:23:59,Access Issue,FDW_App2,Low,Closed,Hot scene view today father.,User Error
