ticket_id,created_at,resolved_at,category,system_name,priority,status,resolution_notes,root_cause,resolution_time_hrs,sla_breached,created_day,created_hour
178,2025-05-09 22:53:21,2025-05-11 18:53:21,Server Down,FDW_App1,Low,Closed,Two hair describe hundred candidate.,Configuration Error,44.0,True,Friday,22
179,2025-06-01 14:15:03,2025-06-02 11:15:03,Server Down,FDW_App1,High,Closed,Whom it job likely different house.,Unknown,21.0,True,Sunday,14
180,2025-05-24 08:21:33,2025-05-24 09:21:33,Access Issue,FDW_App1,Critical,Closed,Turn attorney education every money my.,Unknown,1.0,False,Saturday,8
181,2025-06-05 06:37:16,2025-06-06 11:37:16,Login Failure,Control-M,Medium,Closed,Single theory everybody particularly test hospital personal move.,Database Timeout,29.0,True,Thursday,6
182,2025-04-12 08:38:31,2025-04-13 09:38:31,Server Down,CyberArk,Low,Closed,Require agree inside thank.,User Error,25.0,True,Saturday,8
183,2025-05-15 19:07:48,2025-05-16 06:07:48,Server Down,Report_Portal,Critical,Closed,Under require page claim future in.,Permission Missing,11.0,True,Thursday,19
184,2025-06-03 22:23:55,2025-06-05 07:23:55,Batch Job,CyberArk,Low,Closed,Seven both happy central group.,Network Glitch,33.0,True,Tuesday,22
185,2025-05-23 12:32:31,2025-05-25 12:32:31,Batch Job,FDW_App2,High,Closed,Million approach theory election rich foot herself among.,Network Glitch,48.0,True,Friday,12
186,2025-05-31 04:03:30,2025-06-01 06:03:30,Server Down,Report_Portal,High,Closed,Alone improve heart decade care book.,User Error,26.0,True,Saturday,4
187,2025-05-12 06:54:26,2025-05-14 08:54:26,Server Down,Control-M,High,Closed,All office less politics.,Unknown,50.0,True,Monday,6
188,2025-04-15 04:28:01,2025-04-16 11:28:01,Batch Job,Report_Portal,Low,Closed,Nation network college debate direction moment.,Configuration Error,31.0,True,Tuesday,4
189,2025-05-25 11:59:34,2025-05-27 22:59:34,Report Error,Control-M,Low,Closed,Tonight perhaps explain soldier range sort.,Database Timeout,59.0,True,Sunday,11
190,2025-05-17 07:51:11,2025-05-19 23:51:11,Report Error,Control-M,Low,Closed,Tonight garden maybe forward reason.,Configuration Error,64.0,True,Saturday,7
191,2025-05-14 03:35:20,2025-05-14 14:35:20,Access Issue,FDW_App1,Medium,Closed,Figure they yeah get we memory who.,Database Timeout,11.0,True,Wednesday,3
192,2025-05-17 01:51:57,2025-05-18 05:51:57,Report Error,CyberArk,Low,Closed,Raise child above other.,Database Timeout,28.0,True,Saturday,1
193,2025-05-27 20:05:54,2025-05-30 20:05:54,Report Error,FDW_App1,Medium,Closed,Recent positive daughter popular.,Network Glitch,72.0,True,Tuesday,20
194,2025-05-27 11:33:06,2025-05-30 02:33:06,Access Issue,FDW_App2,High,Closed,Entire rule collection be.,Permission Missing,63.0,True,Tuesday,11
195,2025-04-11 03:03:24,2025-04-12 20:03:24,Report Error,FDW_App1,High,Closed,Break gun reveal.,User Error,41.0,True,Friday,3
196,2025-05-08 12:56:22,2025-05-11 10:56:22,Access Issue,Report_Portal,Critical,Closed,Put hard recent project.,User Error,70.0,True,Thursday,12
197,2025-04-29 20:04:04,2025-05-02 08:04:04,Login Failure,Report_Portal,High,Closed,No still back task.,Network Glitch,60.0,True,Tuesday,20
198,2025-04-23 22:35:35,2025-04-24 01:35:35,Batch Job,CyberArk,Low,Closed,Still support these.,Network Glitch,3.0,False,Wednesday,22
199,2025-05-27 20:08:38,2025-05-30 02:08:38,Access Issue,FDW_App2,High,Closed,Part decade remain if again care.,Unknown,54.0,True,Tuesday,20
200,2025-05-15 07:44:06,2025-05-15 08:44:06,Login Failure,CyberArk,Critical,Closed,Those north trouble upon.,Configuration Error,1.0,False,Thursday,7
201,2025-04-16 01:22:07,2025-04-16 17:22:07,Report Error,Report_Portal,Low,Closed,If do them although per environmental medical nearly.,Unknown,16.0,True,Wednesday,1
202,2025-05-15 21:25:11,2025-05-17 19:25:11,Access Issue,CyberArk,High,Closed,Enter discover hair few participant true lead.,Network Glitch,46.0,True,Thursday,21
203,2025-04-14 06:43:09,2025-04-15 13:43:09,Batch Job,CyberArk,High,Closed,Hotel well news enter director book cell.,Unknown,31.0,True,Monday,6
204,2025-04-16 18:30:14,2025-04-18 12:30:14,Access Issue,Report_Portal,Critical,Closed,Probably arm program only.,Permission Missing,42.0,True,Wednesday,18
205,2025-04-26 21:40:01,2025-04-27 19:40:01,Access Issue,FDW_App1,High,Closed,Almost identify record.,Permission Missing,22.0,True,Saturday,21
206,2025-06-05 01:14:14,2025-06-05 05:14:14,Access Issue,Control-M,Medium,Closed,Research blood list girl sister their rate.,Network Glitch,4.0,False,Thursday,1
207,2025-05-01 02:17:52,2025-05-03 20:17:52,Batch Job,FDW_App2,Medium,Closed,Marriage worker ever across great.,Database Timeout,66.0,True,Thursday,2
208,2025-05-27 01:07:38,2025-05-28 05:07:38,Access Issue,FDW_App2,Medium,Closed,Begin fight institution school white team.,Database Timeout,28.0,True,Tuesday,1
209,2025-04-21 18:06:25,2025-04-23 16:06:25,Login Failure,CyberArk,Medium,Closed,Explain current simply process sit.,Unknown,46.0,True,Monday,18
210,2025-05-05 02:19:23,2025-05-07 18:19:23,Batch Job,CyberArk,Low,Closed,Partner story budget great than director.,User Error,64.0,True,Monday,2
211,2025-05-13 22:27:40,2025-05-15 20:27:40,Report Error,Control-M,High,Closed,Trouble it grow husband short year term look.,Configuration Error,46.0,True,Tuesday,22
212,2025-05-05 22:02:17,2025-05-07 03:02:17,Login Failure,FDW_App2,Critical,Closed,Land general during cost.,Unknown,29.0,True,Monday,22
213,2025-05-10 10:56:29,2025-05-13 00:56:29,Login Failure,Report_Portal,Low,Closed,Director race wish let left very your.,Permission Missing,62.0,True,Saturday,10
214,2025-04-29 01:17:09,2025-04-29 19:17:09,Login Failure,Control-M,Medium,Closed,Maybe main fire range begin first.,Permission Missing,18.0,True,Tuesday,1
215,2025-04-29 16:57:04,2025-05-01 06:57:04,Report Error,FDW_App1,Medium,Closed,Worker offer American behavior customer force.,Configuration Error,38.0,True,Tuesday,16
216,2025-04-18 14:40:58,2025-04-20 07:40:58,Access Issue,Report_Portal,Critical,Closed,Something hair do analysis.,Unknown,41.0,True,Friday,14
217,2025-05-14 18:48:42,2025-05-15 23:48:42,Server Down,Report_Portal,Medium,Closed,Above bring painting various current scientist culture.,Permission Missing,29.0,True,Wednesday,18
218,2025-04-07 18:36:20,2025-04-07 21:36:20,Server Down,CyberArk,Low,Closed,To suffer at computer doctor up high.,Unknown,3.0,False,Monday,18
219,2025-04-07 15:59:00,2025-04-08 11:59:00,Server Down,FDW_App1,Critical,Closed,Decision wish among west agreement girl.,Unknown,20.0,True,Monday,15
220,2025-05-13 07:22:47,2025-05-13 15:22:47,Batch Job,FDW_App2,Low,Closed,Quality political other begin war resource.,Configuration Error,8.0,False,Tuesday,7
221,2025-05-04 02:57:26,2025-05-05 07:57:26,Server Down,FDW_App1,Low,Closed,Realize per probably.,Permission Missing,29.0,True,Sunday,2
222,2025-05-14 10:02:36,2025-05-16 17:02:36,Access Issue,FDW_App2,Critical,Closed,Of process cut meet build.,Database Timeout,55.0,True,Wednesday,10
223,2025-04-17 21:01:31,2025-04-18 16:01:31,Server Down,Report_Portal,Medium,Closed,Buy throw like lawyer fund indicate help.,Unknown,19.0,True,Thursday,21
224,2025-06-01 11:37:38,2025-06-03 06:37:38,Report Error,Control-M,Low,Closed,Friend state do eat lose various agency.,Database Timeout,43.0,True,Sunday,11
225,2025-04-08 05:07:04,2025-04-09 15:07:04,Login Failure,CyberArk,Critical,Closed,If share land involve education little direction.,Configuration Error,34.0,True,Tuesday,5
226,2025-05-05 03:46:26,2025-05-05 19:46:26,Report Error,Control-M,Medium,Closed,President outside upon why mission because.,Configuration Error,16.0,True,Monday,3
227,2025-05-06 17:56:47,2025-05-09 10:56:47,Access Issue,CyberArk,Medium,Closed,Piece but arrive garden free perform civil.,Configuration Error,65.0,True,Tuesday,17
228,2025-05-23 03:02:26,2025-05-24 22:02:26,Access Issue,FDW_App2,Medium,Closed,Question in court hospital skin soon.,Configuration Error,43.0,True,Friday,3
229,2025-05-10 12:57:52,2025-05-11 10:57:52,Login Failure,FDW_App2,Low,Closed,Could foreign mind myself surface old charge.,Database Timeout,22.0,True,Saturday,12
230,2025-06-06 14:25:02,2025-06-07 04:25:02,Login Failure,Control-M,Medium,Closed,Together number degree kid drug toward such.,User Error,14.0,True,Friday,14
231,2025-05-31 14:16:26,2025-05-31 20:16:26,Server Down,Report_Portal,Critical,Closed,A artist drug them particular.,Configuration Error,6.0,False,Saturday,14
232,2025-04-18 05:14:10,2025-04-18 10:14:10,Report Error,FDW_App1,High,Closed,International position write those full rate clear.,Permission Missing,5.0,False,Friday,5
233,2025-05-31 17:53:03,2025-06-01 13:53:03,Report Error,FDW_App2,High,Closed,Response hospital wrong fish yeah attack.,Network Glitch,20.0,True,Saturday,17
234,2025-04-28 23:13:57,2025-05-01 03:13:57,Server Down,Report_Portal,Critical,Closed,Seem west hour less.,Database Timeout,52.0,True,Monday,23
235,2025-05-30 02:48:03,2025-05-30 04:48:03,Server Down,CyberArk,High,Closed,Throughout region again debate take.,User Error,2.0,False,Friday,2
236,2025-06-03 11:22:28,2025-06-06 00:22:28,Batch Job,CyberArk,High,Closed,Them in decision above you carry poor.,Unknown,61.0,True,Tuesday,11
237,2025-05-25 04:13:34,2025-05-25 09:13:34,Report Error,Control-M,Low,Closed,Herself Mr bad wide manage.,Database Timeout,5.0,False,Sunday,4
238,2025-04-09 02:44:55,2025-04-10 23:44:55,Report Error,FDW_App1,Low,Closed,Information serious fine seat should.,Permission Missing,45.0,True,Wednesday,2
239,2025-04-30 20:18:47,2025-05-01 01:18:47,Server Down,CyberArk,High,Closed,Whose agreement tell mention check election order everything.,Unknown,5.0,False,Wednesday,20
240,2025-04-28 22:39:36,2025-04-30 01:39:36,Login Failure,CyberArk,High,Closed,Himself medical fund station enough become.,Database Timeout,27.0,True,Monday,22
241,2025-04-22 15:47:50,2025-04-24 00:47:50,Access Issue,FDW_App1,High,Closed,Phone nor as year look floor.,Network Glitch,33.0,True,Tuesday,15
242,2025-04-09 23:43:32,2025-04-12 20:43:32,Server Down,FDW_App2,Medium,Closed,Its professor while seven.,Permission Missing,69.0,True,Wednesday,23
243,2025-04-10 15:38:29,2025-04-10 17:38:29,Login Failure,FDW_App1,Medium,Closed,Relationship easy picture enough.,Permission Missing,2.0,False,Thursday,15
244,2025-04-18 20:05:31,2025-04-20 19:05:31,Server Down,Report_Portal,High,Closed,Factor pattern PM seat my arrive.,Database Timeout,47.0,True,Friday,20
245,2025-05-27 16:04:19,2025-05-29 20:04:19,Login Failure,Control-M,Medium,Closed,Add traditional standard PM election case yet.,Configuration Error,52.0,True,Tuesday,16
246,2025-04-17 06:33:37,2025-04-18 01:33:37,Login Failure,FDW_App1,Critical,Closed,Night western serious edge bit avoid yourself campaign.,Network Glitch,19.0,True,Thursday,6
247,2025-04-10 23:52:59,2025-04-12 19:52:59,Batch Job,Control-M,High,Closed,Subject development best student describe concern professional.,Unknown,44.0,True,Thursday,23
248,2025-04-29 23:25:07,2025-05-01 00:25:07,Batch Job,CyberArk,Critical,Closed,Cut recognize keep citizen result thus.,Permission Missing,25.0,True,Tuesday,23
249,2025-05-30 18:22:14,2025-05-31 17:22:14,Login Failure,FDW_App2,Low,Closed,Democratic stock worker everybody professor.,Unknown,23.0,True,Friday,18
250,2025-04-07 16:11:07,2025-04-08 13:11:07,Login Failure,FDW_App1,Critical,Closed,Produce foreign the site.,Database Timeout,21.0,True,Monday,16
251,2025-05-09 00:23:27,2025-05-10 11:23:27,Server Down,Report_Portal,Low,Closed,Be add sound.,Database Timeout,35.0,True,Friday,0
252,2025-04-23 19:03:15,2025-04-25 07:03:15,Server Down,CyberArk,High,Closed,Without mention get last increase.,Permission Missing,36.0,True,Wednesday,19
253,2025-05-29 06:32:34,2025-05-30 07:32:34,Report Error,FDW_App2,Low,Closed,But order leg food fast pick.,User Error,25.0,True,Thursday,6
254,2025-05-05 11:15:22,2025-05-06 07:15:22,Login Failure,Control-M,High,Closed,Age account suffer.,Database Timeout,20.0,True,Monday,11
255,2025-04-15 00:37:09,2025-04-15 05:37:09,Login Failure,Control-M,Medium,Closed,First natural without any remain support.,Configuration Error,5.0,False,Tuesday,0
256,2025-05-27 18:53:55,2025-05-29 17:53:55,Login Failure,FDW_App2,Medium,Closed,Employee argue home exactly.,Unknown,47.0,True,Tuesday,18
257,2025-04-29 12:26:04,2025-05-01 10:26:04,Report Error,FDW_App1,Medium,Closed,Week treat mouth threat remain.,User Error,46.0,True,Tuesday,12
258,2025-05-18 18:18:28,2025-05-20 01:18:28,Server Down,FDW_App2,Critical,Closed,College anything relationship local air ball.,Configuration Error,31.0,True,Sunday,18
259,2025-04-17 04:27:37,2025-04-19 14:27:37,Access Issue,Control-M,Low,Closed,Tough whether address senior.,Network Glitch,58.0,True,Thursday,4
260,2025-05-28 15:35:17,2025-05-29 13:35:17,Report Error,FDW_App1,Critical,Closed,Buy east example identify likely view.,Unknown,22.0,True,Wednesday,15
261,2025-04-13 07:05:55,2025-04-15 10:05:55,Server Down,Report_Portal,Critical,Closed,Remember take ground eat.,Permission Missing,51.0,True,Sunday,7
262,2025-04-29 02:48:28,2025-04-30 20:48:28,Batch Job,Report_Portal,Low,Closed,Small control work name Congress.,Database Timeout,42.0,True,Tuesday,2
263,2025-05-18 03:39:53,2025-05-18 05:39:53,Server Down,FDW_App2,Critical,Closed,During nice thing ok.,Database Timeout,2.0,False,Sunday,3
264,2025-04-23 22:35:26,2025-04-26 06:35:26,Report Error,FDW_App1,Critical,Closed,Model similar sometimes talk remember.,Permission Missing,56.0,True,Wednesday,22
265,2025-04-09 16:08:10,2025-04-10 09:08:10,Login Failure,Report_Portal,High,Closed,So suggest artist cold measure defense mouth.,Configuration Error,17.0,True,Wednesday,16
266,2025-05-25 12:19:11,2025-05-27 15:19:11,Report Error,CyberArk,Medium,Closed,Camera beat activity stay.,Configuration Error,51.0,True,Sunday,12
267,2025-04-15 13:35:36,2025-04-16 00:35:36,Login Failure,Report_Portal,High,Closed,Which worker second.,Configuration Error,11.0,True,Tuesday,13
268,2025-05-21 08:35:26,2025-05-21 17:35:26,Access Issue,FDW_App1,Critical,Closed,World win product election baby.,Configuration Error,9.0,True,Wednesday,8
269,2025-04-22 22:37:27,2025-04-24 15:37:27,Batch Job,Report_Portal,Critical,Closed,Drug decide animal take memory attack land late.,Network Glitch,41.0,True,Tuesday,22
270,2025-04-20 16:30:13,2025-04-22 04:30:13,Report Error,FDW_App2,Medium,Closed,Phone meeting add challenge project happen white maybe.,Database Timeout,36.0,True,Sunday,16
271,2025-05-02 05:50:18,2025-05-03 21:50:18,Login Failure,FDW_App1,Medium,Closed,Against southern very talk.,Network Glitch,40.0,True,Friday,5
272,2025-06-05 17:10:47,2025-06-06 11:10:47,Report Error,FDW_App1,Low,Closed,Fund feeling cause stand visit red.,User Error,18.0,True,Thursday,17
273,2025-05-09 20:27:08,2025-05-11 22:27:08,Access Issue,Report_Portal,Low,Closed,Table owner how husband time fear.,Configuration Error,50.0,True,Friday,20
274,2025-06-01 10:59:27,2025-06-04 10:59:27,Access Issue,Report_Portal,Medium,Closed,Country describe method meeting space.,Permission Missing,72.0,True,Sunday,10
275,2025-05-27 20:42:44,2025-05-29 14:42:44,Server Down,Report_Portal,Critical,Closed,Sing media step live game item lay.,Network Glitch,42.0,True,Tuesday,20
276,2025-05-28 18:28:46,2025-05-31 04:28:46,Login Failure,FDW_App2,Low,Closed,Smile create either.,Unknown,58.0,True,Wednesday,18
277,2025-04-14 07:22:21,2025-04-15 06:22:21,Login Failure,FDW_App1,High,Closed,Cut billion eight.,Configuration Error,23.0,True,Monday,7
278,2025-04-07 17:34:01,2025-04-08 18:34:01,Report Error,CyberArk,Medium,Closed,Vote continue community whole growth.,Database Timeout,25.0,True,Monday,17
279,2025-05-03 14:50:52,2025-05-06 09:50:52,Access Issue,Report_Portal,Medium,Closed,Purpose prevent again.,Database Timeout,67.0,True,Saturday,14
280,2025-04-23 21:22:26,2025-04-26 21:22:26,Batch Job,CyberArk,Low,Closed,While door statement scene teach.,User Error,72.0,True,Wednesday,21
281,2025-04-16 03:44:14,2025-04-17 23:44:14,Batch Job,FDW_App1,Low,Closed,It boy agent common order evening scene that.,Database Timeout,44.0,True,Wednesday,3
282,2025-05-14 21:47:40,2025-05-16 19:47:40,Login Failure,Control-M,High,Closed,Floor somebody many character option.,Database Timeout,46.0,True,Wednesday,21
283,2025-05-17 05:06:14,2025-05-19 23:06:14,Server Down,FDW_App1,Medium,Closed,Physical treat dinner able job page position possible.,Permission Missing,66.0,True,Saturday,5
284,2025-04-20 18:58:14,2025-04-20 21:58:14,Access Issue,FDW_App2,Low,Closed,Be financial plan phone step country article.,Permission Missing,3.0,False,Sunday,18
285,2025-04-21 01:05:31,2025-04-22 02:05:31,Batch Job,Control-M,Low,Closed,Without prevent ever with participant form.,Unknown,25.0,True,Monday,1
286,2025-04-15 04:38:34,2025-04-16 20:38:34,Report Error,FDW_App1,Medium,Closed,Sound city blue else resource part instead.,Permission Missing,40.0,True,Tuesday,4
287,2025-04-23 01:43:34,2025-04-23 11:43:34,Report Error,FDW_App1,Critical,Closed,Type short rather spend similar both significant stuff.,Permission Missing,10.0,True,Wednesday,1
288,2025-05-24 10:54:33,2025-05-25 19:54:33,Server Down,CyberArk,Critical,Closed,Rather beyond share energy size.,Database Timeout,33.0,True,Saturday,10
289,2025-05-12 03:57:16,2025-05-13 03:57:16,Batch Job,Control-M,High,Closed,Stay soon account part wind well thousand.,Network Glitch,24.0,True,Monday,3
290,2025-05-17 06:04:05,2025-05-19 08:04:05,Batch Job,Report_Portal,Low,Closed,Six loss agree place cell reflect.,Configuration Error,50.0,True,Saturday,6
291,2025-06-02 20:46:08,2025-06-03 00:46:08,Server Down,FDW_App1,Medium,Closed,Any include try agree out.,Database Timeout,4.0,False,Monday,20
292,2025-05-16 09:46:35,2025-05-16 11:46:35,Server Down,Control-M,Critical,Closed,Night reflect image throughout.,Database Timeout,2.0,False,Friday,9
293,2025-05-30 16:11:55,2025-05-31 03:11:55,Batch Job,CyberArk,Critical,Closed,Sea knowledge my night.,Permission Missing,11.0,True,Friday,16
